State,Date,covidDeaths
New Mexico,2020-08-22,32
New Mexico,2020-08-29,26
New Mexico,2020-09-05,31
New Mexico,2020-09-12,21
New Mexico,2020-09-19,26
New Mexico,2020-09-26,23
New Mexico,2020-10-03,20
New Mexico,2020-10-10,17
New Mexico,2020-10-17,22
New Mexico,2020-10-24,36
New Mexico,2020-10-31,53
New Mexico,2020-11-07,86
New Mexico,2020-11-14,104
New Mexico,2020-11-21,142
New Mexico,2020-11-28,177
New Mexico,2020-12-05,211
New Mexico,2020-12-12,175
New Mexico,2020-12-19,242
New Mexico,2020-12-26,161
New Mexico,2021-01-02,218
New Mexico,2021-01-09,198
New Mexico,2021-01-16,178
New Mexico,2021-01-23,205
New Mexico,2021-01-30,150
New Mexico,2021-02-06,121
New Mexico,2021-02-13,130
New Mexico,2021-02-20,94
New Mexico,2021-02-27,90
New Mexico,2021-03-06,96
New Mexico,2021-03-13,54
New Mexico,2021-03-20,39
New Mexico,2021-03-27,36
New Mexico,2021-04-03,24
New York,2020-02-01,0
New York,2020-02-08,0
New York,2020-02-15,0
New York,2020-02-22,0
New York,2020-02-29,0
New York,2020-03-07,0
New York,2020-03-14,5
New York,2020-03-21,190
New York,2020-03-28,1297
New York,2020-04-04,4194
New York,2020-04-11,7086
New York,2020-04-18,5403
New York,2020-04-25,4330
New York,2020-05-02,2696
New York,2020-05-09,2253
New York,2020-05-16,1391
New York,2020-05-23,1187
New York,2020-05-30,617
New York,2020-06-06,492
New York,2020-06-13,427
New York,2020-06-20,249
New York,2020-06-27,234
New York,2020-07-04,155
New York,2020-07-11,174
New York,2020-07-18,117
New York,2020-07-25,115
New York,2020-08-01,72
New York,2020-08-08,69
New York,2020-08-15,56
New York,2020-08-22,30
New York,2020-08-29,52
New York,2020-09-05,96
New York,2020-09-12,36
New York,2020-09-19,58
New York,2020-09-26,205
New York,2020-10-03,89
New York,2020-10-10,91
New York,2020-10-17,81
New York,2020-10-24,87
New York,2020-10-31,96
New York,2020-11-07,154
New York,2020-11-14,126
New York,2020-11-21,286
New York,2020-11-28,230
New York,2020-12-05,413
New York,2020-12-12,565
New York,2020-12-19,814
New York,2020-12-26,968
New York,2021-01-02,987
New York,2021-01-09,1198
New York,2021-01-16,1335
New York,2021-01-23,1328
New York,2021-01-30,1319
New York,2021-02-06,1211
New York,2021-02-13,1087
New York,2021-02-20,952
New York,2021-02-27,795
New York,2021-03-06,749
New York,2021-03-13,603
New York,2021-03-20,551
New York,2021-03-27,527
New York,2021-04-03,623
North Carolina,2020-02-01,0
North Carolina,2020-02-08,0
North Carolina,2020-02-15,0
North Carolina,2020-02-22,0
North Carolina,2020-02-29,0
North Carolina,2020-03-07,0
North Carolina,2020-03-14,0
North Carolina,2020-03-21,0
North Carolina,2020-03-28,5
North Carolina,2020-04-04,29
North Carolina,2020-04-11,55
North Carolina,2020-04-18,98
North Carolina,2020-04-25,118
North Carolina,2020-05-02,126
North Carolina,2020-05-09,120
North Carolina,2020-05-16,125
North Carolina,2020-05-23,102
North Carolina,2020-05-30,151
North Carolina,2020-06-06,99
North Carolina,2020-06-13,99
North Carolina,2020-06-20,88
North Carolina,2020-06-27,138
North Carolina,2020-07-04,69
North Carolina,2020-07-11,91
North Carolina,2020-07-18,135
North Carolina,2020-07-25,163
North Carolina,2020-08-01,168
North Carolina,2020-08-08,205
North Carolina,2020-08-15,159
North Carolina,2020-08-22,178
North Carolina,2020-08-29,162
North Carolina,2020-09-05,206
North Carolina,2020-09-12,158
North Carolina,2020-09-19,188
North Carolina,2020-09-26,205
North Carolina,2020-10-03,189
North Carolina,2020-10-10,136
North Carolina,2020-10-17,164
North Carolina,2020-10-24,215
North Carolina,2020-10-31,234
North Carolina,2020-11-07,227
North Carolina,2020-11-14,151
North Carolina,2020-11-21,249
North Carolina,2020-11-28,214
North Carolina,2020-12-05,297
North Carolina,2020-12-12,280
North Carolina,2020-12-19,388
North Carolina,2020-12-26,342
North Carolina,2021-01-02,366
North Carolina,2021-01-09,533
North Carolina,2021-01-16,591
North Carolina,2021-01-23,570
North Carolina,2021-01-30,701
North Carolina,2021-02-06,639
North Carolina,2021-02-13,527
North Carolina,2021-02-20,443
North Carolina,2021-02-27,316
North Carolina,2021-03-06,290
North Carolina,2021-03-13,189
North Carolina,2021-03-20,129
North Carolina,2021-03-27,208
North Carolina,2021-04-03,108
North Dakota,2020-02-01,0
North Dakota,2020-02-08,0
North Dakota,2020-02-15,0
North Dakota,2020-02-22,0
North Dakota,2020-02-29,0
North Dakota,2020-03-07,0
North Dakota,2020-03-14,0
North Dakota,2020-03-21,0
North Dakota,2020-03-28,1
North Dakota,2020-04-04,2
North Dakota,2020-04-11,4
North Dakota,2020-04-18,2
North Dakota,2020-04-25,7
North Dakota,2020-05-02,8
North Dakota,2020-05-09,11
North Dakota,2020-05-16,7
North Dakota,2020-05-23,10
North Dakota,2020-05-30,8
North Dakota,2020-06-06,12
North Dakota,2020-06-13,2
North Dakota,2020-06-20,2
North Dakota,2020-06-27,2
North Dakota,2020-07-04,2
North Dakota,2020-07-11,7
North Dakota,2020-07-18,3
North Dakota,2020-07-25,9
North Dakota,2020-08-01,4
North Dakota,2020-08-08,9
North Dakota,2020-08-15,9
North Dakota,2020-08-22,14
North Dakota,2020-08-29,6
North Dakota,2020-09-05,14
North Dakota,2020-09-12,12
North Dakota,2020-09-19,25
North Dakota,2020-09-26,35
North Dakota,2020-10-03,44
North Dakota,2020-10-10,65
North Dakota,2020-10-17,63
North Dakota,2020-10-24,49
North Dakota,2020-10-31,76
North Dakota,2020-11-07,104
North Dakota,2020-11-14,98
North Dakota,2020-11-21,114
North Dakota,2020-11-28,81
North Dakota,2020-12-05,92
North Dakota,2020-12-12,139
North Dakota,2020-12-19,79
North Dakota,2020-12-26,33
North Dakota,2021-01-02,53
North Dakota,2021-01-09,43
North Dakota,2021-01-16,43
North Dakota,2021-01-23,33
North Dakota,2021-01-30,11
North Dakota,2021-02-06,6
North Dakota,2021-02-13,8
North Dakota,2021-02-20,6
North Dakota,2021-02-27,8
North Dakota,2021-03-06,4
North Dakota,2021-03-13,9
North Dakota,2021-03-20,4
North Dakota,2021-03-27,6
North Dakota,2021-04-03,0
Ohio,2020-02-01,0
Ohio,2020-02-08,0
Ohio,2020-02-15,0
Ohio,2020-02-22,0
Ohio,2020-02-29,0
Ohio,2020-03-07,0
Ohio,2020-03-14,1
Ohio,2020-03-21,7
Ohio,2020-03-28,42
Ohio,2020-04-04,116
Ohio,2020-04-11,164
Ohio,2020-04-18,252
Ohio,2020-04-25,270
Ohio,2020-05-02,311
Ohio,2020-05-09,271
Ohio,2020-05-16,240
Ohio,2020-05-23,245
Ohio,2020-05-30,166
Ohio,2020-06-06,169
Ohio,2020-06-13,112
Ohio,2020-06-20,90
Ohio,2020-06-27,81
Ohio,2020-07-04,90
Ohio,2020-07-11,112
Ohio,2020-07-18,111
Ohio,2020-07-25,169
Ohio,2020-08-01,172
Ohio,2020-08-08,151
Ohio,2020-08-15,166
Ohio,2020-08-22,160
Ohio,2020-08-29,164
Ohio,2020-09-05,150
Ohio,2020-09-12,140
Ohio,2020-09-19,112
Ohio,2020-09-26,122
Ohio,2020-10-03,120
Ohio,2020-10-10,147
Ohio,2020-10-17,170
Ohio,2020-10-24,218
Ohio,2020-10-31,270
Ohio,2020-11-07,384
Ohio,2020-11-14,480
Ohio,2020-11-21,667
Ohio,2020-11-28,899
Ohio,2020-12-05,1128
Ohio,2020-12-12,1280
Ohio,2020-12-19,1345
Ohio,2020-12-26,1203
Ohio,2021-01-02,1103
Ohio,2021-01-09,961
Ohio,2021-01-16,944
Ohio,2021-01-23,750
Ohio,2021-01-30,612
Ohio,2021-02-06,490
Ohio,2021-02-13,358
Ohio,2021-02-20,310
Ohio,2021-02-27,201
Ohio,2021-03-06,165
Ohio,2021-03-13,126
Ohio,2021-03-20,71
Ohio,2021-03-27,46
Ohio,2021-04-03,21
Oklahoma,2020-02-01,0
Oklahoma,2020-02-08,0
Oklahoma,2020-02-15,0
Oklahoma,2020-02-22,0
Oklahoma,2020-02-29,0
Oklahoma,2020-03-07,0
Oklahoma,2020-03-14,0
Oklahoma,2020-03-21,1
Oklahoma,2020-03-28,14
Oklahoma,2020-04-04,27
Oklahoma,2020-04-11,52
Oklahoma,2020-04-18,42
Oklahoma,2020-04-25,58
Oklahoma,2020-05-02,44
Oklahoma,2020-05-09,32
Oklahoma,2020-05-16,18
Oklahoma,2020-05-23,23
Oklahoma,2020-05-30,23
Oklahoma,2020-06-06,13
Oklahoma,2020-06-13,12
Oklahoma,2020-06-20,9
Oklahoma,2020-06-27,16
Oklahoma,2020-07-04,14
Oklahoma,2020-07-11,23
Oklahoma,2020-07-18,30
Oklahoma,2020-07-25,45
Oklahoma,2020-08-01,53
Oklahoma,2020-08-08,54
Oklahoma,2020-08-15,54
Oklahoma,2020-08-22,68
Oklahoma,2020-08-29,72
Oklahoma,2020-09-05,53
Oklahoma,2020-09-12,49
Oklahoma,2020-09-19,44
Oklahoma,2020-09-26,61
Oklahoma,2020-10-03,47
Oklahoma,2020-10-10,44
Oklahoma,2020-10-17,67
Oklahoma,2020-10-24,83
Oklahoma,2020-10-31,92
Oklahoma,2020-11-07,92
Oklahoma,2020-11-14,87
Oklahoma,2020-11-21,108
Oklahoma,2020-11-28,93
Oklahoma,2020-12-05,157
Oklahoma,2020-12-12,168
Oklahoma,2020-12-19,147
Oklahoma,2020-12-26,168
Oklahoma,2021-01-02,170
Oklahoma,2021-01-09,211
Oklahoma,2021-01-16,214
Oklahoma,2021-01-23,279
Oklahoma,2021-01-30,273
Oklahoma,2021-02-06,257
Oklahoma,2021-02-13,233
Oklahoma,2021-02-20,161
Oklahoma,2021-02-27,224
Oklahoma,2021-03-06,155
Oklahoma,2021-03-13,167
Oklahoma,2021-03-20,87
Oklahoma,2021-03-27,62
Oklahoma,2021-04-03,103
Oregon,2020-02-01,0
Oregon,2020-02-08,0
Oregon,2020-02-15,0
Oregon,2020-02-22,0
Oregon,2020-02-29,0
Oregon,2020-03-07,0
Oregon,2020-03-14,0
Oregon,2020-03-21,4
Oregon,2020-03-28,9
Oregon,2020-04-04,9
Oregon,2020-04-11,26
Oregon,2020-04-18,24
Oregon,2020-04-25,15
Oregon,2020-05-02,22
Oregon,2020-05-09,18
Oregon,2020-05-16,10
Oregon,2020-05-23,10
Oregon,2020-05-30,6
Oregon,2020-06-06,8
Oregon,2020-06-13,12
Oregon,2020-06-20,16
Oregon,2020-06-27,13
Oregon,2020-07-04,11
Oregon,2020-07-11,19
Oregon,2020-07-18,25
Oregon,2020-07-25,28
Oregon,2020-08-01,40
Oregon,2020-08-08,30
Oregon,2020-08-15,31
Oregon,2020-08-22,31
Oregon,2020-08-29,37
Oregon,2020-09-05,26
Oregon,2020-09-12,25
Oregon,2020-09-19,20
Oregon,2020-09-26,17
Oregon,2020-10-03,29
Oregon,2020-10-10,28
Oregon,2020-10-17,20
Oregon,2020-10-24,34
Oregon,2020-10-31,36
Oregon,2020-11-07,40
Oregon,2020-11-14,30
Oregon,2020-11-21,60
Oregon,2020-11-28,77
Oregon,2020-12-05,131
Oregon,2020-12-12,123
Oregon,2020-12-19,190
Oregon,2020-12-26,82
Oregon,2021-01-02,70
Oregon,2021-01-09,111
Oregon,2021-01-16,196
Oregon,2021-01-23,78
Oregon,2021-01-30,80
Oregon,2021-02-06,63
Oregon,2021-02-13,117
Oregon,2021-02-20,17
Oregon,2021-02-27,54
Oregon,2021-03-06,88
Oregon,2021-03-13,26
Oregon,2021-03-20,40
Oregon,2021-03-27,13
Oregon,2021-04-03,16
Pennsylvania,2020-02-01,0
Pennsylvania,2020-02-08,0
Pennsylvania,2020-02-15,0
Pennsylvania,2020-02-22,0
Pennsylvania,2020-02-29,0
Pennsylvania,2020-03-07,0
Pennsylvania,2020-03-14,0
Pennsylvania,2020-03-21,2
Pennsylvania,2020-03-28,32
Pennsylvania,2020-04-04,102
Pennsylvania,2020-04-11,367
Pennsylvania,2020-04-18,539
Pennsylvania,2020-04-25,751
Pennsylvania,2020-05-02,902
Pennsylvania,2020-05-09,1084
Pennsylvania,2020-05-16,701
Pennsylvania,2020-05-23,632
Pennsylvania,2020-05-30,425
Pennsylvania,2020-06-06,394
Pennsylvania,2020-06-13,280
Pennsylvania,2020-06-20,208
Pennsylvania,2020-06-27,184
Pennsylvania,2020-07-04,146
Pennsylvania,2020-07-11,148
Pennsylvania,2020-07-18,118
Pennsylvania,2020-07-25,109
Pennsylvania,2020-08-01,95
Pennsylvania,2020-08-08,91
Pennsylvania,2020-08-15,141
Pennsylvania,2020-08-22,104
Pennsylvania,2020-08-29,101
Pennsylvania,2020-09-05,94
Pennsylvania,2020-09-12,79
Pennsylvania,2020-09-19,111
Pennsylvania,2020-09-26,143
Pennsylvania,2020-10-03,97
Pennsylvania,2020-10-10,144
Pennsylvania,2020-10-17,118
Pennsylvania,2020-10-24,194
Pennsylvania,2020-10-31,164
Pennsylvania,2020-11-07,201
Pennsylvania,2020-11-14,251
Pennsylvania,2020-11-21,523
Pennsylvania,2020-11-28,459
Pennsylvania,2020-12-05,957
Pennsylvania,2020-12-12,1180
Pennsylvania,2020-12-19,1383
Pennsylvania,2020-12-26,1104
Pennsylvania,2021-01-02,1321
Pennsylvania,2021-01-09,1447
Pennsylvania,2021-01-16,1517
Pennsylvania,2021-01-23,1311
Pennsylvania,2021-01-30,1108
Pennsylvania,2021-02-06,791
Pennsylvania,2021-02-13,690
Pennsylvania,2021-02-20,497
Pennsylvania,2021-02-27,355
Pennsylvania,2021-03-06,411
Pennsylvania,2021-03-13,204
Pennsylvania,2021-03-20,273
Pennsylvania,2021-03-27,177
Pennsylvania,2021-04-03,206
Rhode Island,2020-02-01,0
Rhode Island,2020-02-08,0
Rhode Island,2020-02-15,0
Rhode Island,2020-02-22,0
Rhode Island,2020-02-29,0
Rhode Island,2020-03-07,0
Rhode Island,2020-03-14,0
Rhode Island,2020-03-21,1
Rhode Island,2020-03-28,3
Rhode Island,2020-04-04,24
Rhode Island,2020-04-11,54
Rhode Island,2020-04-18,93
Rhode Island,2020-04-25,101
Rhode Island,2020-05-02,126
Rhode Island,2020-05-09,134
Rhode Island,2020-05-16,108
Rhode Island,2020-05-23,105
Rhode Island,2020-05-30,75
Rhode Island,2020-06-06,58
Rhode Island,2020-06-13,24
Rhode Island,2020-06-20,36
Rhode Island,2020-06-27,23
Rhode Island,2020-07-04,21
Rhode Island,2020-07-11,14
Rhode Island,2020-07-18,12
Rhode Island,2020-07-25,9
Rhode Island,2020-08-01,6
Rhode Island,2020-08-08,10
Rhode Island,2020-08-15,8
Rhode Island,2020-08-22,20
Rhode Island,2020-08-29,10
Rhode Island,2020-09-05,12
Rhode Island,2020-09-12,9
Rhode Island,2020-09-19,15
Rhode Island,2020-09-26,10
Rhode Island,2020-10-03,10
Rhode Island,2020-10-10,17
Rhode Island,2020-10-17,26
Rhode Island,2020-10-24,17
Rhode Island,2020-10-31,25
Rhode Island,2020-11-07,25
Rhode Island,2020-11-14,42
Rhode Island,2020-11-21,48
Rhode Island,2020-11-28,68
Rhode Island,2020-12-05,83
Rhode Island,2020-12-12,140
Rhode Island,2020-12-19,132
Rhode Island,2020-12-26,102
Rhode Island,2021-01-02,101
Rhode Island,2021-01-09,105
Rhode Island,2021-01-16,99
Rhode Island,2021-01-23,95
Rhode Island,2021-01-30,77
Rhode Island,2021-02-06,67
Rhode Island,2021-02-13,59
Rhode Island,2021-02-20,26
Rhode Island,2021-02-27,17
Rhode Island,2021-03-06,39
Rhode Island,2021-03-13,26
Rhode Island,2021-03-20,28
Rhode Island,2021-03-27,13
Rhode Island,2021-04-03,22
South Carolina,2020-02-01,0
South Carolina,2020-02-08,0
South Carolina,2020-02-15,0
South Carolina,2020-02-22,0
South Carolina,2020-02-29,0
South Carolina,2020-03-07,0
South Carolina,2020-03-14,0
South Carolina,2020-03-21,3
South Carolina,2020-03-28,12
South Carolina,2020-04-04,25
South Carolina,2020-04-11,40
South Carolina,2020-04-18,39
South Carolina,2020-04-25,47
South Carolina,2020-05-02,101
South Carolina,2020-05-09,63
South Carolina,2020-05-16,50
South Carolina,2020-05-23,45
South Carolina,2020-05-30,62
South Carolina,2020-06-06,58
South Carolina,2020-06-13,54
South Carolina,2020-06-20,45
South Carolina,2020-06-27,67
South Carolina,2020-07-04,102
South Carolina,2020-07-11,138
South Carolina,2020-07-18,184
South Carolina,2020-07-25,330
South Carolina,2020-08-01,286
South Carolina,2020-08-08,256
South Carolina,2020-08-15,253
South Carolina,2020-08-22,233
South Carolina,2020-08-29,205
South Carolina,2020-09-05,179
South Carolina,2020-09-12,163
South Carolina,2020-09-19,148
South Carolina,2020-09-26,135
South Carolina,2020-10-03,119
South Carolina,2020-10-10,109
South Carolina,2020-10-17,86
South Carolina,2020-10-24,156
South Carolina,2020-10-31,142
South Carolina,2020-11-07,80
South Carolina,2020-11-14,95
South Carolina,2020-11-21,164
South Carolina,2020-11-28,72
South Carolina,2020-12-05,171
South Carolina,2020-12-12,168
South Carolina,2020-12-19,210
South Carolina,2020-12-26,229
South Carolina,2021-01-02,261
South Carolina,2021-01-09,373
South Carolina,2021-01-16,350
South Carolina,2021-01-23,371
South Carolina,2021-01-30,535
South Carolina,2021-02-06,597
South Carolina,2021-02-13,300
South Carolina,2021-02-20,345
South Carolina,2021-02-27,242
South Carolina,2021-03-06,221
South Carolina,2021-03-13,151
South Carolina,2021-03-20,107
South Carolina,2021-03-27,127
South Carolina,2021-04-03,92
South Dakota,2020-02-01,0
South Dakota,2020-02-08,0
South Dakota,2020-02-15,0
South Dakota,2020-02-22,0
South Dakota,2020-02-29,0
South Dakota,2020-03-07,0
South Dakota,2020-03-14,1
South Dakota,2020-03-21,0
South Dakota,2020-03-28,0
South Dakota,2020-04-04,1
South Dakota,2020-04-11,4
South Dakota,2020-04-18,1
South Dakota,2020-04-25,3
South Dakota,2020-05-02,11
South Dakota,2020-05-09,13
South Dakota,2020-05-16,10
South Dakota,2020-05-23,6
South Dakota,2020-05-30,12
South Dakota,2020-06-06,3
South Dakota,2020-06-13,10
South Dakota,2020-06-20,6
South Dakota,2020-06-27,10
South Dakota,2020-07-04,6
South Dakota,2020-07-11,12
South Dakota,2020-07-18,7
South Dakota,2020-07-25,6
South Dakota,2020-08-01,12
South Dakota,2020-08-08,12
South Dakota,2020-08-15,6
South Dakota,2020-08-22,8
South Dakota,2020-08-29,7
South Dakota,2020-09-05,6
South Dakota,2020-09-12,10
South Dakota,2020-09-19,17
South Dakota,2020-09-26,18
South Dakota,2020-10-03,30
South Dakota,2020-10-10,38
South Dakota,2020-10-17,29
South Dakota,2020-10-24,51
South Dakota,2020-10-31,59
South Dakota,2020-11-07,98
South Dakota,2020-11-14,98
South Dakota,2020-11-21,156
South Dakota,2020-11-28,165
South Dakota,2020-12-05,149
South Dakota,2020-12-12,152
South Dakota,2020-12-19,107
South Dakota,2020-12-26,96
South Dakota,2021-01-02,55
South Dakota,2021-01-09,69
South Dakota,2021-01-16,63
South Dakota,2021-01-23,63
South Dakota,2021-01-30,79
South Dakota,2021-02-06,29
South Dakota,2021-02-13,34
South Dakota,2021-02-20,21
South Dakota,2021-02-27,27
South Dakota,2021-03-06,12
South Dakota,2021-03-13,11
South Dakota,2021-03-20,13
South Dakota,2021-03-27,11
South Dakota,2021-04-03,5
Tennessee,2020-02-01,0
Tennessee,2020-02-08,0
Tennessee,2020-02-15,0
Tennessee,2020-02-22,0
Tennessee,2020-02-29,0
Tennessee,2020-03-07,0
Tennessee,2020-03-14,0
Tennessee,2020-03-21,1
Tennessee,2020-03-28,6
Tennessee,2020-04-04,43
Tennessee,2020-04-11,56
Tennessee,2020-04-18,36
Tennessee,2020-04-25,35
Tennessee,2020-05-02,32
Tennessee,2020-05-09,33
Tennessee,2020-05-16,53
Tennessee,2020-05-23,34
Tennessee,2020-05-30,35
Tennessee,2020-06-06,53
Tennessee,2020-06-13,55
Tennessee,2020-06-20,52
Tennessee,2020-06-27,60
Tennessee,2020-07-04,53
Tennessee,2020-07-11,101
Tennessee,2020-07-18,100
Tennessee,2020-07-25,126
Tennessee,2020-08-01,103
Tennessee,2020-08-08,148
Tennessee,2020-08-15,130
Tennessee,2020-08-22,218
Tennessee,2020-08-29,162
Tennessee,2020-09-05,137
Tennessee,2020-09-12,202
Tennessee,2020-09-19,152
Tennessee,2020-09-26,158
Tennessee,2020-10-03,186
Tennessee,2020-10-10,198
Tennessee,2020-10-17,145
Tennessee,2020-10-24,197
Tennessee,2020-10-31,253
Tennessee,2020-11-07,237
Tennessee,2020-11-14,287
Tennessee,2020-11-21,334
Tennessee,2020-11-28,330
Tennessee,2020-12-05,364
Tennessee,2020-12-12,495
Tennessee,2020-12-19,560
Tennessee,2020-12-26,483
Tennessee,2021-01-02,527
Tennessee,2021-01-09,734
Tennessee,2021-01-16,651
Tennessee,2021-01-23,464
Tennessee,2021-01-30,755
Tennessee,2021-02-06,889
Tennessee,2021-02-13,439
Tennessee,2021-02-20,213
Tennessee,2021-02-27,278
Tennessee,2021-03-06,150
Tennessee,2021-03-13,96
Tennessee,2021-03-20,70
Tennessee,2021-03-27,107
Tennessee,2021-04-03,99
Texas,2020-02-01,0
Texas,2020-02-08,0
Texas,2020-02-15,0
Texas,2020-02-22,0
Texas,2020-02-29,0
Texas,2020-03-07,0
Texas,2020-03-14,0
Texas,2020-03-21,8
Texas,2020-03-28,37
Texas,2020-04-04,108
Texas,2020-04-11,173
Texas,2020-04-18,228
Texas,2020-04-25,206
Texas,2020-05-02,227
Texas,2020-05-09,196
Texas,2020-05-16,277
Texas,2020-05-23,169
Texas,2020-05-30,219
Texas,2020-06-06,183
Texas,2020-06-13,180
Texas,2020-06-20,241
Texas,2020-06-27,273
Texas,2020-07-04,403
Texas,2020-07-11,714
Texas,2020-07-18,988
Texas,2020-07-25,1176
Texas,2020-08-01,1921
Texas,2020-08-08,1487
Texas,2020-08-15,1215
Texas,2020-08-22,1290
Texas,2020-08-29,1068
Texas,2020-09-05,886
Texas,2020-09-12,756
Texas,2020-09-19,694
Texas,2020-09-26,664
Texas,2020-10-03,584
Texas,2020-10-10,637
Texas,2020-10-17,515
Texas,2020-10-24,491
Texas,2020-10-31,574
Texas,2020-11-07,701
Texas,2020-11-14,794
Texas,2020-11-21,966
Texas,2020-11-28,881
Texas,2020-12-05,1223
Texas,2020-12-12,1189
Texas,2020-12-19,1378
Texas,2020-12-26,1155
Texas,2021-01-02,1367
Texas,2021-01-09,1871
Texas,2021-01-16,2115
Texas,2021-01-23,2297
Texas,2021-01-30,2199
Texas,2021-02-06,2258
Texas,2021-02-13,1967
Texas,2021-02-20,892
Texas,2021-02-27,1478
Texas,2021-03-06,1730
Texas,2021-03-13,1117
Texas,2021-03-20,932
Texas,2021-03-27,741
Texas,2021-04-03,637
Utah,2020-02-01,0
Utah,2020-02-08,0
Utah,2020-02-15,0
Utah,2020-02-22,0
Utah,2020-02-29,0
Utah,2020-03-07,0
Utah,2020-03-14,0
Utah,2020-03-21,0
Utah,2020-03-28,1
Utah,2020-04-04,7
Utah,2020-04-11,10
Utah,2020-04-18,7
Utah,2020-04-25,16
Utah,2020-05-02,8
Utah,2020-05-09,17
Utah,2020-05-16,12
Utah,2020-05-23,19
Utah,2020-05-30,15
Utah,2020-06-06,9
Utah,2020-06-13,18
Utah,2020-06-20,16
Utah,2020-06-27,12
Utah,2020-07-04,14
Utah,2020-07-11,31
Utah,2020-07-18,31
Utah,2020-07-25,31
Utah,2020-08-01,36
Utah,2020-08-08,25
Utah,2020-08-15,28
Utah,2020-08-22,22
Utah,2020-08-29,22
Utah,2020-09-05,13
Utah,2020-09-12,13
Utah,2020-09-19,7
Utah,2020-09-26,8
Utah,2020-10-03,28
Utah,2020-10-10,34
Utah,2020-10-17,30
Utah,2020-10-24,28
Utah,2020-10-31,36
Utah,2020-11-07,54
Utah,2020-11-14,52
Utah,2020-11-21,77
Utah,2020-11-28,76
Utah,2020-12-05,76
Utah,2020-12-12,99
Utah,2020-12-19,110
Utah,2020-12-26,64
Utah,2021-01-02,82
Utah,2021-01-09,96
Utah,2021-01-16,95
Utah,2021-01-23,97
Utah,2021-01-30,81
Utah,2021-02-06,70
Utah,2021-02-13,57
Utah,2021-02-20,52
Utah,2021-02-27,87
Utah,2021-03-06,46
Utah,2021-03-13,46
Utah,2021-03-20,39
Utah,2021-03-27,41
Utah,2021-04-03,31
Vermont,2020-02-01,0
Vermont,2020-02-08,0
Vermont,2020-02-15,0
Vermont,2020-02-22,0
Vermont,2020-02-29,0
Vermont,2020-03-07,0
Vermont,2020-03-14,0
Vermont,2020-03-21,2
Vermont,2020-03-28,10
Vermont,2020-04-04,8
Vermont,2020-04-11,5
Vermont,2020-04-18,13
Vermont,2020-04-25,8
Vermont,2020-05-02,5
Vermont,2020-05-09,2
Vermont,2020-05-16,0
Vermont,2020-05-23,1
Vermont,2020-05-30,1
Vermont,2020-06-06,0
Vermont,2020-06-13,0
Vermont,2020-06-20,1
Vermont,2020-06-27,0
Vermont,2020-07-04,0
Vermont,2020-07-11,0
Vermont,2020-07-18,0
Vermont,2020-07-25,0
Vermont,2020-08-01,1
Vermont,2020-08-08,1
Vermont,2020-08-15,0
Vermont,2020-08-22,0
Vermont,2020-08-29,0
Vermont,2020-09-05,0
Vermont,2020-09-12,0
Vermont,2020-09-19,0
Vermont,2020-09-26,0
Vermont,2020-10-03,0
Vermont,2020-10-10,0
Vermont,2020-10-17,0
Vermont,2020-10-24,0
Vermont,2020-10-31,0
Vermont,2020-11-07,1
Vermont,2020-11-14,0
Vermont,2020-11-21,4
Vermont,2020-11-28,4
Vermont,2020-12-05,12
Vermont,2020-12-12,16
Vermont,2020-12-19,13
Vermont,2020-12-26,13
Vermont,2021-01-02,18
Vermont,2021-01-09,17
Vermont,2021-01-16,7
Vermont,2021-01-23,7
Vermont,2021-01-30,3
Vermont,2021-02-06,9
Vermont,2021-02-13,7
Vermont,2021-02-20,7
Vermont,2021-02-27,8
Vermont,2021-03-06,4
Vermont,2021-03-13,6
Vermont,2021-03-20,5
Vermont,2021-03-27,5
Vermont,2021-04-03,5
Virginia,2020-02-01,0
Virginia,2020-02-08,0
Virginia,2020-02-15,0
Virginia,2020-02-22,0
Virginia,2020-02-29,0
Virginia,2020-03-07,0
Virginia,2020-03-14,1
Virginia,2020-03-21,2
Virginia,2020-03-28,10
Virginia,2020-04-04,39
Virginia,2020-04-11,78
Virginia,2020-04-18,128
Virginia,2020-04-25,179
Virginia,2020-05-02,180
Virginia,2020-05-09,210
Virginia,2020-05-16,176
Virginia,2020-05-23,156
Virginia,2020-05-30,211
Virginia,2020-06-06,91
Virginia,2020-06-13,80
Virginia,2020-06-20,66
Virginia,2020-06-27,117
Virginia,2020-07-04,125
Virginia,2020-07-11,113
Virginia,2020-07-18,63
Virginia,2020-07-25,50
Virginia,2020-08-01,140
Virginia,2020-08-08,107
Virginia,2020-08-15,59
Virginia,2020-08-22,62
Virginia,2020-08-29,125
Virginia,2020-09-05,109
Virginia,2020-09-12,45
Virginia,2020-09-19,268
Virginia,2020-09-26,154
Virginia,2020-10-03,126
Virginia,2020-10-10,84
Virginia,2020-10-17,68
Virginia,2020-10-24,156
Virginia,2020-10-31,76
Virginia,2020-11-07,50
Virginia,2020-11-14,95
Virginia,2020-11-21,139
Virginia,2020-11-28,116
Virginia,2020-12-05,143
Virginia,2020-12-12,212
Virginia,2020-12-19,234
Virginia,2020-12-26,197
Virginia,2021-01-02,277
Virginia,2021-01-09,264
Virginia,2021-01-16,325
Virginia,2021-01-23,373
Virginia,2021-01-30,370
Virginia,2021-02-06,324
Virginia,2021-02-13,223
Virginia,2021-02-20,201
